"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1A_IW_SLC__1SDV_20170331T055826_20170331T055853_015932_01A445_CF67","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15932","110","424","2017-03-31T05:58:53.000000","2017-03-31T05:58:26.000000","SLC","2017-03-31T05:58:26.000000","2017-03-31T05:58:53.000000","50.6441","3.4814","51.237305","5.546862","51.643181","1.857652","49.617764","5.029021","50.021305","1.467404","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170331T055826_20170331T055853_015932_01A445_CF67.zip","4379.575287818909","None","None","None","0","S1A_IWDV_0424_0429_015932_110"
"S1A_IW_SLC__1SDV_20170331T055801_20170331T055828_015932_01A445_611A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15932","110","419","2017-03-31T05:58:28.000000","2017-03-31T05:58:01.000000","SLC","2017-03-31T05:58:01.000000","2017-03-31T05:58:28.000000","52.1291","3.9082","52.719257","6.046215","53.128174","2.228208","51.101501","5.505557","51.50737","1.826218","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170331T055801_20170331T055828_015932_01A445_611A.zip","3835.8022441864014","None","None","None","0","S1A_IWDV_0419_0424_015932_110"
"S1A_IW_SLC__1SDV_20170331T055736_20170331T055803_015932_01A445_3DCA","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15932","110","413","2017-03-31T05:58:03.000000","2017-03-31T05:57:36.000000","SLC","2017-03-31T05:57:36.000000","2017-03-31T05:58:03.000000","53.6132","4.3498","54.200169","6.56647","54.612652","2.609495","52.583946","6.000048","52.99258","2.194097","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170331T055736_20170331T055803_015932_01A445_3DCA.zip","3611.3301248550415","None","None","None","0","S1A_IWDV_0413_0419_015932_110"
"S1B_IW_SLC__1SDV_20170330T171611_20170330T171638_004941_008A33_9598","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4941","15","172","2017-03-30T17:16:38.000000","2017-03-30T17:16:11.000000","SLC","2017-03-30T17:16:11.000000","2017-03-30T17:16:38.000000","53.5303","7.2819","54.111794","5.062374","52.503937","5.625364","54.526531","9.028152","52.914837","9.440968","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170330T171611_20170330T171638_004941_008A33_9598.zip","4070.008339881897","None","None","None","0","S1B_IWDV_0172_0177_004941_015"
"S1B_IW_SLC__1SDV_20170330T171546_20170330T171613_004941_008A33_6D8B","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4941","15","167","2017-03-30T17:16:13.000000","2017-03-30T17:15:46.000000","SLC","2017-03-30T17:15:46.000000","2017-03-30T17:16:13.000000","52.0466","7.7236","52.631386","5.582815","51.022003","6.120239","53.042492","9.409389","51.430069","9.808916","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170330T171546_20170330T171613_004941_008A33_6D8B.zip","4522.350980758667","None","None","None","0","S1B_IWDV_0167_0172_004941_015"
"S1A_IW_SLC__1SDV_20170329T172512_20170329T172539_015910_01A3A4_D066","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15910","88","173","2017-03-29T17:25:39.000000","2017-03-29T17:25:12.000000","SLC","2017-03-29T17:25:12.000000","2017-03-29T17:25:39.000000","53.851","5.1248","54.438271","2.909847","52.823391","3.480548","54.848949","6.859378","53.230076","7.278224","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170329T172512_20170329T172539_015910_01A3A4_D066.zip","3637.791528701782","None","None","None","0","S1A_IWDV_0173_0178_015910_088"
"S1A_IW_SLC__1SDV_20170329T172447_20170329T172514_015910_01A3A4_B142","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15910","88","168","2017-03-29T17:25:14.000000","2017-03-29T17:24:47.000000","SLC","2017-03-29T17:24:47.000000","2017-03-29T17:25:14.000000","52.3678","5.5697","52.958305","3.434074","51.341995","3.978467","53.365288","7.243874","51.745792","7.64889","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170329T172447_20170329T172514_015910_01A3A4_B142.zip","4367.243702888489","None","None","None","0","S1A_IWDV_0168_0173_015910_088"
"S1A_IW_SLC__1SDV_20170329T172422_20170329T172449_015910_01A3A4_FBFE","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15910","88","163","2017-03-29T17:24:49.000000","2017-03-29T17:24:22.000000","SLC","2017-03-29T17:24:22.000000","2017-03-29T17:24:49.000000","50.8832","5.9989","51.476662","3.9361","49.858795","4.457194","51.880558","7.616829","50.260227","8.009724","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170329T172422_20170329T172449_015910_01A3A4_FBFE.zip","4560.621046066284","None","None","None","0","S1A_IWDV_0163_0168_015910_088"
"S1B_IW_SLC__1SDV_20170328T173229_20170328T173256_004912_008955_4FB4","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4912","161","170","2017-03-28T17:32:56.000000","2017-03-28T17:32:29.000000","SLC","2017-03-28T17:32:29.000000","2017-03-28T17:32:56.000000","53.0161","3.3281","53.60355","1.172159","51.994423","1.724628","54.009193","5.016671","52.396595","5.425993","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170328T173229_20170328T173256_004912_008955_4FB4.zip","3555.0581521987915","None","None","None","0","S1B_IWDV_0170_0175_004912_161"
"S1B_IW_SLC__1SDV_20170328T173205_20170328T173232_004912_008955_9F50","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4912","161","165","2017-03-28T17:32:32.000000","2017-03-28T17:32:05.000000","SLC","2017-03-28T17:32:05.000000","2017-03-28T17:32:32.000000","51.532","3.7628","52.122173","1.68178","50.512188","2.209685","52.52459","5.394033","50.91188","5.790426","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170328T173205_20170328T173232_004912_008955_9F50.zip","4250.826794624329","None","None","None","0","S1B_IWDV_0165_0170_004912_161"
"S1B_IW_SLC__1SDV_20170327T054106_20170327T054133_004890_0088AE_98A3","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4890","139","421","2017-03-27T05:41:33.000000","2017-03-27T05:41:06.000000","SLC","2017-03-27T05:41:06.000000","2017-03-27T05:41:33.000000","51.2911","7.7624","51.884869","9.84639","52.28878","6.126566","50.265945","9.319996","50.667271","5.731584","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170327T054106_20170327T054133_004890_0088AE_98A3.zip","4520.288593292236","None","None","None","0","S1B_IWDV_0421_0426_004890_139"
"S1B_IW_SLC__1SDV_20170327T054041_20170327T054108_004890_0088AE_8602","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4890","139","416","2017-03-27T05:41:08.000000","2017-03-27T05:40:41.000000","SLC","2017-03-27T05:40:41.000000","2017-03-27T05:41:08.000000","52.7748","8.2006","53.365322","10.360954","53.772972","6.505821","51.747749","9.810212","52.152058","6.09817","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170327T054041_20170327T054108_004890_0088AE_8602.zip","4416.443628311157","None","None","None","0","S1B_IWDV_0416_0421_004890_139"
"S1A_IW_SLC__1SDV_20170326T055003_20170326T055030_015859_01A21E_0D6F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15859","37","422","2017-03-26T05:50:30.000000","2017-03-26T05:50:03.000000","SLC","2017-03-26T05:50:03.000000","2017-03-26T05:50:30.000000","51.1832","5.6885","51.775612","7.777152","52.181885","4.047112","50.156742","7.25157","50.560436","3.652835","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170326T055003_20170326T055030_015859_01A21E_0D6F.zip","4525.573013305664","None","None","None","0","S1A_IWDV_0422_0427_015859_037"
"S1A_IW_SLC__1SDV_20170326T054938_20170326T055005_015859_01A21E_C23C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15859","37","417","2017-03-26T05:50:05.000000","2017-03-26T05:49:38.000000","SLC","2017-03-26T05:49:38.000000","2017-03-26T05:50:05.000000","52.6674","6.1198","53.256718","8.282977","53.666168","4.420972","51.639668","7.733645","52.045807","4.014428","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170326T054938_20170326T055005_015859_01A21E_C23C.zip","4241.387975692749","None","None","None","0","S1A_IWDV_0417_0422_015859_037"
"S1A_IW_SLC__1SDV_20170326T054914_20170326T054941_015859_01A21E_8BEC","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15859","37","412","2017-03-26T05:49:41.000000","2017-03-26T05:49:14.000000","SLC","2017-03-26T05:49:14.000000","2017-03-26T05:49:41.000000","54.1507","6.5684","54.736954","8.81311","55.150311","4.807538","53.120872","8.236616","53.530079","4.386758","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170326T054914_20170326T054941_015859_01A21E_8BEC.zip","3472.4080533981323","None","None","None","0","S1A_IWDV_0412_0417_015859_037"
"S1B_IW_SLC__1SDV_20170325T055741_20170325T055808_004861_0087DA_FAB6","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4861","110","422","2017-03-25T05:58:08.000000","2017-03-25T05:57:41.000000","SLC","2017-03-25T05:57:41.000000","2017-03-25T05:58:08.000000","50.8079","3.5403","51.399006","5.626335","51.808388","1.897879","49.779556","5.105176","50.186481","1.506386","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170325T055741_20170325T055808_004861_0087DA_FAB6.zip","4378.064603805542","None","None","None","0","S1B_IWDV_0422_0429_004861_110"
"S1B_IW_SLC__1SDV_20170325T055716_20170325T055743_004861_0087DA_698A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4861","110","418","2017-03-25T05:57:43.000000","2017-03-25T05:57:16.000000","SLC","2017-03-25T05:57:16.000000","2017-03-25T05:57:43.000000","52.2928","3.9689","52.880817","6.128494","53.29332","2.26938","51.263168","5.584159","51.672493","1.865988","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170325T055716_20170325T055743_004861_0087DA_698A.zip","3846.074107170105","None","None","None","0","S1B_IWDV_0418_0423_004861_110"
"S1B_IW_SLC__1SDV_20170325T055651_20170325T055719_004861_0087DA_4651","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4861","110","413","2017-03-25T05:57:19.000000","2017-03-25T05:56:51.000000","SLC","2017-03-25T05:56:51.000000","2017-03-25T05:57:19.000000","53.776","4.4127","54.360516","6.652184","54.776722","2.651875","52.744789","6.081791","53.156998","2.234981","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170325T055651_20170325T055719_004861_0087DA_4651.zip","3417.505518913269","None","None","None","0","S1B_IWDV_0413_0418_004861_110"
"S1A_IW_SLC__1SDV_20170324T171654_20170324T171721_015837_01A173_3D48","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15837","15","172","2017-03-24T17:17:21.000000","2017-03-24T17:16:54.000000","SLC","2017-03-24T17:16:54.000000","2017-03-24T17:17:21.000000","53.645","7.2604","52.616577","5.613132","53.024586","9.413324","54.231709","5.046455","54.643581","8.997511","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170324T171654_20170324T171721_015837_01A173_3D48.zip","4046.6633081436157","None","None","None","0","S1A_IWDV_0172_0177_015837_015"
"S1A_IW_SLC__1SDV_20170324T171630_20170324T171657_015837_01A173_AB11","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15837","15","167","2017-03-24T17:16:57.000000","2017-03-24T17:16:30.000000","SLC","2017-03-24T17:16:30.000000","2017-03-24T17:16:57.000000","52.1613","7.703","52.751366","5.567846","51.134575","6.108722","53.159599","9.379727","51.539742","9.782087","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170324T171630_20170324T171657_015837_01A173_AB11.zip","4543.625617980957","None","None","None","0","S1A_IWDV_0167_0172_015837_015"
"S1A_IW_SLC__1SDV_20170324T171604_20170324T171632_015837_01A173_7BF6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15837","15","162","2017-03-24T17:16:32.000000","2017-03-24T17:16:04.000000","SLC","2017-03-24T17:16:04.000000","2017-03-24T17:16:32.000000","50.6517","8.1414","51.270664","6.072684","49.600822","6.606534","51.675465","9.753679","50.00322","10.156307","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170324T171604_20170324T171632_015837_01A173_7BF6.zip","4768.06641960144","None","None","None","0","S1A_IWDV_0162_0167_015837_015"
"S1B_IW_SLC__1SDV_20170323T172425_20170323T172452_004839_00873C_E13A","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4839","88","172","2017-03-23T17:24:52.000000","2017-03-23T17:24:25.000000","SLC","2017-03-23T17:24:25.000000","2017-03-23T17:24:52.000000","53.5732","5.1995","54.156483","2.991486","52.548069","3.555456","54.568768","6.932703","52.956497","7.347154","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170323T172425_20170323T172452_004839_00873C_E13A.zip","3942.820156097412","None","None","None","0","S1B_IWDV_0172_0177_004839_088"
"S1B_IW_SLC__1SDV_20170323T172400_20170323T172427_004839_00873C_2684","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4839","88","167","2017-03-23T17:24:27.000000","2017-03-23T17:24:00.000000","SLC","2017-03-23T17:24:00.000000","2017-03-23T17:24:27.000000","52.0893","5.6415","52.675644","3.511808","51.065945","4.050062","53.084343","7.314856","51.471581","7.71583","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170323T172400_20170323T172427_004839_00873C_2684.zip","4426.296213150024","None","None","None","0","S1B_IWDV_0167_0172_004839_088"
"S1B_IW_SLC__1SDV_20170323T172335_20170323T172402_004839_00873C_DBC2","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4839","88","162","2017-03-23T17:24:02.000000","2017-03-23T17:23:35.000000","SLC","2017-03-23T17:23:35.000000","2017-03-23T17:24:02.000000","50.6047","6.0704","51.193901","4.013381","49.582912","4.528704","51.599388","7.687448","49.986046","8.076514","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170323T172335_20170323T172402_004839_00873C_DBC2.zip","4577.843405723572","None","None","None","0","S1B_IWDV_0162_0167_004839_088"
"S1A_IW_SLC__1SDV_20170322T173320_20170322T173347_015808_01A095_3A5D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15808","161","172","2017-03-22T17:33:47.000000","2017-03-22T17:33:20.000000","SLC","2017-03-22T17:33:20.000000","2017-03-22T17:33:47.000000","53.5678","3.1634","54.154705","0.954042","52.539391","1.519612","54.566505","4.896486","52.947357","5.311897","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170322T173320_20170322T173347_015808_01A095_3A5D.zip","3752.7506828308105","None","None","None","0","S1A_IWDV_0172_0177_015808_161"
"S1A_IW_SLC__1SDV_20170322T173256_20170322T173323_015808_01A095_2396","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15808","161","167","2017-03-22T17:33:23.000000","2017-03-22T17:32:56.000000","SLC","2017-03-22T17:32:56.000000","2017-03-22T17:33:23.000000","52.0837","3.6047","52.674324","1.473507","51.056499","2.013731","53.082577","5.277797","51.461708","5.680049","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170322T173256_20170322T173323_015808_01A095_2396.zip","3974.727137565613","None","None","None","0","S1A_IWDV_0167_0172_015808_161"
"S1A_IW_SLC__1SDV_20170322T173231_20170322T173258_015808_01A095_AFD0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15808","161","162","2017-03-22T17:32:58.000000","2017-03-22T17:32:31.000000","SLC","2017-03-22T17:32:31.000000","2017-03-22T17:32:58.000000","50.5989","4.0304","51.192032","1.971303","49.573284","2.488539","51.59734","5.647937","49.976254","6.038261","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170322T173231_20170322T173258_015808_01A095_AFD0.zip","4578.562871932983","None","None","None","0","S1A_IWDV_0162_0167_015808_161"
